time,aX,aY,aZ,gX,gY,gZ,faX,faY,faZ,fgX,fgY,fgZ
0.13523746600003506,-0.39960137419999997,-0.2584248408,9.9086783866,0.35000000000000003,-1.4000000000000001,-2.3800000000000003,-0.38452659182,-0.24167508259999998,9.883314467039998,1.0500000000000003,-1.6275,-2.3030000000000004
0.14535142600004747,-0.38524443859999996,-0.24406790519999996,9.9110712092,0.28,-1.61,-2.31,-0.38488551521000003,-0.24263221163999993,9.884750160599998,1.0395,-1.6309999999999998,-2.2925000000000004
0.1549493889999667,-0.38285161599999995,-0.2608176634,9.894321451,0.77,-1.61,-2.3800000000000003,-0.38333018052,-0.24370898180999995,9.88678405981,1.0710000000000002,-1.6275,-2.2925000000000004
0.16417635200002678,-0.39242290639999994,-0.2536391956,9.9110712092,0.49000000000000005,-1.33,-2.31,-0.38356946278000004,-0.24394826406999992,9.888339394499997,1.078,-1.6029999999999998,-2.3030000000000004
0.1727743180000516,-0.3900300838,-0.22013967919999997,9.848857821599998,0.42000000000000004,-1.4000000000000001,-2.31,-0.3840480273000001,-0.24239292937999996,9.88810011224,1.1130000000000002,-1.5959999999999996,-2.303000000000001
0.18151228399995034,-0.39242290639999994,-0.2225325018,9.877571692799998,-0.07,-1.4700000000000002,-2.1,-0.38368910391,-0.24035903016999996,9.885826930769998,1.1060000000000003,-1.5854999999999997,-2.2890000000000006
0.19003224999994472,-0.36849468039999994,-0.2584248408,9.8632147572,0.56,-1.54,-2.3800000000000003,-0.38321053939,-0.24179472373,9.88642513642,1.1410000000000002,-1.5749999999999997,-2.292500000000001
0.1989552149999554,-0.3756731482,-0.23688943739999999,9.877571692799998,0.14,-1.61,-2.1,-0.38273197486999994,-0.24167508259999998,9.884750160599998,1.1305,-1.5609999999999995,-2.2960000000000007
0.2126291609999953,-0.39242290639999994,-0.22971096959999998,9.906285564,0.14,-1.4000000000000001,-2.1,-0.38321053938999994,-0.24131615921000002,9.88486980173,1.1375000000000002,-1.5539999999999996,-2.282000000000001
0.22391511700004685,-0.38524443859999996,-0.23928225999999997,9.896714273599999,0.07,-1.54,-2.1700000000000004,-0.38380874503999995,-0.24143580034000003,9.88582693077,1.1340000000000001,-1.5469999999999995,-2.2890000000000006
0.23525107199998274,-0.38285161599999995,-0.24167508259999998,9.9086783866,-0.28,-1.4700000000000002,-2.3800000000000003,-0.38512479746999995,-0.24203400598999997,9.88798047111,1.099,-1.5399999999999998,-2.2855000000000003
0.24643102799996086,-0.40438701939999994,-0.22492532440000002,9.9014999188,0.21000000000000002,-1.54,-2.45,-0.38668013215999997,-0.24071795356,9.89121078162,1.1095000000000002,-1.5294999999999999,-2.2855000000000003
0.2577449829999523,-0.39242290639999994,-0.23928225999999997,9.884750160599998,-0.07,-1.4000000000000001,-2.5200000000000005,-0.38656049102999995,-0.24107687694999996,9.892407192919999,1.0990000000000002,-1.5119999999999993,-2.2820000000000005
0.2688299389999429,-0.37328032559999996,-0.22492532440000002,9.9014999188,0.42000000000000004,-1.61,-2.1700000000000004,-0.3858426442499999,-0.24000010677999994,9.893962527609999,1.1130000000000002,-1.5224999999999995,-2.2750000000000004
0.27981289599995307,-0.38763726119999997,-0.22971096959999998,9.870393224999999,0.14,-1.4700000000000002,-2.0300000000000002,-0.38572300311999996,-0.23952154225999997,9.8931250397,1.1130000000000002,-1.5154999999999996,-2.2540000000000004
0.29117285099994206,-0.38524443859999996,-0.2608176634,9.9014999188,-0.07,-1.4700000000000002,-2.45,-0.3871586966799999,-0.24071795355999998,9.893842886479998,1.1025000000000003,-1.5049999999999994,-2.261000000000001
0.30260080599998673,-0.3900300838,-0.24167508259999998,9.894321451,0.07,-1.61,-2.3800000000000003,-0.38835510797999995,-0.24071795355999998,9.89109114049,1.0990000000000002,-1.5119999999999996,-2.271500000000001
0.3128077659999917,-0.38045879339999994,-0.22731814699999997,9.8919286284,0.21000000000000002,-1.54,-2.24,-0.38775690233,-0.24119651807999998,9.890612575969998,1.0780000000000003,-1.5084999999999995,-2.2785000000000006
0.3230667249999897,-0.37328032559999996,-0.24406790519999996,9.896714273599999,0.21000000000000002,-1.4700000000000002,-2.24,-0.3853640797299999,-0.24167508259999995,9.891569705009998,1.0850000000000004,-1.5049999999999997,-2.275000000000001
0.3336066839999603,-0.38763726119999997,-0.24885355039999998,9.884750160599998,0.21000000000000002,-1.54,-2.3800000000000003,-0.38608192650999995,-0.24035903016999996,9.891569705009998,0.21000000000000002,-1.5014999999999996,-2.2890000000000006
0.34431164099999023,-0.3900300838,-0.24885355039999998,9.887142983199999,0.7000000000000001,-1.4000000000000001,-2.1700000000000004,-0.38560336199,-0.23988046564999993,9.890492934839997,0.22750000000000004,-1.5014999999999996,-2.2785000000000006
0.3546665999999732,-0.38524443859999996,-0.22971096959999998,9.889535805799998,0.0,-1.4700000000000002,-2.24,-0.38560336199,-0.23916261887,9.889416164669997,0.21350000000000002,-1.4944999999999997,-2.275000000000001
0.36524455899996155,-0.38524443859999996,-0.24646072779999997,9.9014999188,-0.14,-1.7500000000000002,-2.3800000000000003,-0.38572300311999996,-0.23844477208999998,9.889775088059997,0.168,-1.5014999999999998,-2.275000000000001
