time,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1.5020370483398438e-05,2.4693929231999996,-10.703095489799999,4.905286329999999,2.975,-271.7925,-191.62500000000003,19.5
0.00665593147277832,-0.7561319416,-9.669994332249999,-4.8514478215,17.841250000000002,279.9825,212.40625000000003,19.5
0.012100696563720703,0.7758727280500001,-9.92482993915,-0.430708068,-117.46000000000001,-84.86625000000001,-35.595000000000006,19.5
0.017639636993408203,0.7974081314499999,-10.140782178799999,-0.35114671655,-23.3625,-9.45875,-1.3475000000000001,19.5
0.02304863929748535,0.9134600275499999,-10.190433247749999,-0.37926238209999996,0.20125,-2.4325,4.305000000000001,20.5
0.028472423553466797,0.8620143416499999,-10.05763159345,-0.34337004309999997,13.51875,0.9100000000000001,7.166250000000001,20.5
0.034021615982055664,0.9236295236,-10.009176935799998,-0.37387853125,21.227500000000003,1.6450000000000002,7.612500000000001,20.5
0.039452314376831055,1.0187442219499998,-9.826724212550001,-0.38703905555,17.2375,0.11375000000000002,6.545000000000001,20.5
0.04501628875732422,1.11206430335,-9.7806623775,-0.47497528609999995,12.853750000000002,-1.6275000000000002,4.47125,20.5
0.05051541328430176,1.1473584366999998,-9.76570723625,-0.5539384318999999,9.47625,-2.98375,2.56375,20.5
0.05594015121459961,1.1898310378499999,-9.718448989899999,-0.5670989562,6.527500000000001,-3.8675,0.9800000000000001,20.5
0.061408281326293945,1.1916256548,-9.67238715485,-0.4791627256499999,5.495,-4.48,-0.3325,20.5
0.0670309066772461,1.2299108163999999,-9.616155823749999,-0.6771687957999999,4.1825,-4.1475,-1.9775000000000003,20.5
0.07242798805236816,1.25204442545,-9.617950440699998,-0.7130611348,3.08,-3.2025,-3.5525,20.5
0.07786893844604492,1.23290184465,-9.695118969549998,-0.69930240485,2.09125,-2.5812500000000003,-4.305000000000001,20.5
0.08326888084411621,1.17547410225,-9.7423772159,-0.6664010940999998,1.2337500000000001,-2.2662500000000003,-4.64625,20.5
0.0888519287109375,1.07018990785,-9.823134978649998,-0.6173482307999999,1.1812500000000001,-1.4000000000000001,-4.130000000000001,20.5
0.0943608283996582,1.0360921857999998,-9.882357337999998,-0.58444692005,1.7500000000000002,-0.28,-3.4825000000000004,20.5
0.09984660148620605,0.99601240725,-9.958329455549999,-0.5982056499999999,2.8350000000000004,0.37625000000000003,-2.31875,20.5
0.10536050796508789,1.0049854919999999,-9.94157969735,-0.63828542855,3.8325000000000005,0.9100000000000001,-1.1900000000000002,20.5
0.11083650588989258,1.01515498805,-9.856634495049999,-0.6185446420999999,4.112500000000001,1.3475000000000001,-0.6125,20.5
0.11631155014038086,1.0265208954,-9.774680320999998,-0.64426748505,5.827500000000001,1.8637500000000002,-0.7962500000000001,20.5
0.12169837951660156,1.1270194446,-9.705886671250001,-0.7262216591,5.99375,1.8637500000000002,-1.6187500000000001,20.5
0.12725305557250977,1.1509476706000001,-9.6538427797,-0.8482556117,5.836250000000001,1.1725,-2.63375,20.5
0.13271141052246094,1.23409825595,-9.627521731099998,-0.9116654106,6.527500000000001,0.6475000000000001,-3.7625,20.5
0.13818717002868652,1.3387842447,-9.60060247685,-0.9337990196499999,5.687500000000001,0.32375000000000004,-4.742500000000001,20.5
0.14361906051635742,1.3184452525999997,-9.61974505765,-0.98404829425,5.442500000000001,-0.7175,-6.0025,20.5
0.14915704727172852,1.3345968051500001,-9.650851751449999,-0.9678967416999998,5.477500000000001,-1.2425000000000002,-6.965000000000001,20.5
0.1545870304107666,1.3268201317,-9.6574320136,-0.9296115801,4.996250000000001,-1.54,-8.408750000000001,20.5
0.15999794006347656,1.3220344865,-9.719047195549999,-0.9098707936499998,3.8850000000000002,-1.5750000000000002,-9.12625,20.5
0.1655139923095703,1.26161571585,-9.8261260069,-0.8679963981499998,2.9400000000000004,-1.11125,-9.047500000000001,20.5
0.17081189155578613,1.2011969452,-9.855438083749998,-0.79621172015,2.21375,0.035,-8.89,20.5
0.17624568939208984,1.12881406155,-9.91286582615,-0.7824529901999999,2.54625,1.05,-7.875000000000001,20.5
0.18167567253112793,1.1030912186,-9.812367276949999,-0.7489534737999999,2.2575000000000003,2.345,-7.06125,20.5
0.1872265338897705,1.0959127508,-9.92961558435,-0.7555337359499998,2.98375,3.3600000000000003,-6.352500000000001,20.5
0.19544243812561035,1.1593225497,-9.863812962849998,-0.8027919822999998,3.6050000000000004,3.5087500000000005,-6.64125,20.5
0.20084047317504883,1.1617153723,-9.7519485063,-0.8584251077499999,4.8475,3.4562500000000003,-7.437500000000001,20.5
0.2062511444091797,1.22691978815,-9.76690364755,-0.8853443619999999,4.90875,2.9487500000000004,-8.443750000000001,20.5
0.21166133880615234,1.2430713406999998,-9.6897351187,-0.9140582331999999,4.760000000000001,3.2025,-9.467500000000001,20.5
0.21722722053527832,1.30947216785,-9.65324457405,-0.9798608546999998,4.532500000000001,3.1325000000000003,-10.745000000000001,20.5
0.22263693809509277,1.2843475305499996,-9.803394192199999,-1.12761765025,4.025,2.77375,-11.66375,20.5
0.22807788848876953,1.2442677519999998,-9.815956510849999,-1.1401799688999998,3.6225000000000005,1.7412500000000002,-12.215000000000002,20.5
0.23349976539611816,1.2915259983499998,-9.865607579799999,-1.12642123895,2.9225000000000003,0.36750000000000005,-12.783750000000001,20.5
0.23902177810668945,1.2771690627499999,-9.8979106849,-1.1168499485499999,4.03375,-0.60375,-13.151250000000001,20.5
