window size: 20,acc threshold: 14
time,aX,aY,aZ,gX,gY,gZ,faX,faY,faZ,fgX,fgY,fgZ,temp,punchReg,punchCount
0.0864415168762207,0.64546389635,-9.954740221649999,2.0829520732999995,2.12625,2.24,17.430000000000003,1.5386148420825,-9.404570485345001,4.0846977296124996,-11.138312500000003,-9.17,5.320875000000001,16.5,False,0
0.09658956527709961,1.1928220661,-9.748359272399998,1.8400805794,-8.9075,0.9362500000000001,17.38625,1.2984352736075002,-9.45607599181,3.4317263523549997,-5.893125,-7.375812499999999,2.6573749999999996,16.5,False,0
0.10667634010314941,0.6747759731999999,-9.9014999188,1.87178547885,-18.961250000000003,3.2812500000000004,13.860000000000001,1.0437791284025,-9.46301517735,2.6762225266874995,1.3470625000000005,0.6212500000000011,4.046437500000001,16.5,False,0
0.11679434776306152,-1.0432706536,-10.028319516599998,1.8526428980499998,-28.577500000000004,-2.1525000000000003,0.5162500000000001,0.9624231600024998,-9.597402076622501,2.6684458532375,5.285875,3.5564375,5.1576875,16.5,False,0
0.12681031227111816,1.8257236438,-9.41994437055,1.45663075775,-15.715000000000002,-3.3600000000000003,3.31625,0.9518947405625001,-9.683753062200001,2.570908422005,6.2068125,4.2818125,5.691437500000001,16.5,False,0
0.13679122924804688,0.10169496049999999,-10.975877266200001,1.14197458585,-18.016250000000003,-11.471250000000001,-3.5525,0.9617352235050001,-9.781380224280003,2.5054348136125,6.862625000000001,4.3925,6.3021875000000005,16.5,False,0
0.14681625366210938,1.4793625724500001,-10.305886938199999,1.62652116235,-19.477500000000003,-6.43125,-10.613750000000001,0.8921339961275001,-9.9185188695425,2.3870200051950006,6.286,3.9948124999999997,6.367812500000001,16.5,False,0
0.15698528289794922,1.1862418039499998,-9.1238325738,2.79661141375,-20.44,-1.2600000000000002,-11.821250000000001,0.8478368677449998,-10.0470134431625,2.2715962250275004,4.678625000000002,3.523624999999999,6.041000000000001,16.5,False,0
0.16698527336120605,1.5702898312499998,-9.6083791503,1.9172491082499998,-4.62875,2.2662500000000003,-17.001250000000002,0.8842975021124998,-10.0608319936775,2.2557138650199997,2.7842500000000014,3.0826249999999993,5.4359375000000005,16.5,False,0
0.17702412605285645,2.13738878745,-9.0149591455,2.38624233785,10.850000000000001,6.781250000000001,-7.9887500000000005,0.9191429812250002,-10.072227811309999,2.23525523179,1.6826250000000011,2.7934374999999996,4.787125,16.5,False,0
0.1871652603149414,3.0406793189499997,-9.567701166099999,2.6889343967499997,9.86125,5.171250000000001,-2.86125,1.1438290233650001,-10.094301599795,2.2478175504399998,1.3313124999999988,2.8888125000000002,4.584125000000001,16.5,False,0
0.19729208946228027,-0.0023928226,-9.128618219,2.5603201819999994,14.81375,5.643750000000001,5.486250000000001,1.14412812619,-10.018269661679998,2.2232312982249995,1.001,2.6250000000000004,4.662875,16.5,False,0
0.20746278762817383,0.7974081314499999,-9.836893708599998,2.71645185665,5.1537500000000005,9.93125,10.42125,1.1250154556725003,-9.991858882232497,2.2254147488475,0.7262499999999996,2.7212500000000004,4.973062500000001,16.5,False,0
0.21766400337219238,1.2053843847499999,-9.20100110265,2.428714939,-4.43625,11.138750000000002,5.285,1.1165807560075003,-9.949117088539998,2.2323838446699993,0.003937499999998717,3.0366875,5.139312500000001,16.5,False,0
0.22774195671081543,1.1736794852999999,-9.687342296099999,2.42572391075,-8.8375,8.61875,-2.8875,1.1173584233525002,-9.879156937772498,2.2383359908875,-1.1235000000000004,3.234875000000001,4.778375,16.5,False,0
0.24010586738586426,1.2574282763,-9.625128908499999,2.39820645085,-5.031250000000001,4.567500000000001,-5.617500000000001,1.1385947239275,-9.7769834127525,2.257209379145,-2.3454375,3.2720625000000005,4.018437499999999,16.5,False,0
0.2506539821624756,0.5461617584499999,-9.942177903,2.715853651,1.65375,4.112500000000001,-4.90875,1.1282457661825,-9.74309506268,2.292144589105,-3.3678750000000006,3.0305625000000003,3.0218125,16.5,False,0
0.260617733001709,-0.022731814700000002,-9.76690364755,2.6787649007,6.816250000000001,9.135000000000002,-6.83375,1.0750652838975001,-9.735587581772501,2.3112572596225,-3.996562500000001,2.954,2.016000000000001,16.5,False,0
0.27057576179504395,0.6185446420999999,-9.367900479,2.6416761503999995,17.08875,14.026250000000001,-5.34625,1.0398309711124998,-9.714082088655001,2.3251954512674997,-4.000937500000001,3.2716250000000002,0.9944375000000001,16.5,False,0
