,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,3833,-969,130,5,-93,-108
1,11.281876999419183,11,3625,-972,111,30,-110,-71
2,20.325778998085298,9,3632,-986,106,42,-121,-36
3,29.55567900062306,9,3650,-1036,102,34,-129,-10
4,38.67957899637986,9,3667,-1062,97,21,-127,3
5,48.16247599956114,9,3679,-1098,72,-13,-130,16
6,57.39737599651562,9,3689,-1115,72,-51,-131,20
7,66.68727500073146,9,3687,-1157,94,-87,-135,20
8,75.86117499886313,9,3678,-1162,135,-111,-138,18
9,84.98507599870209,9,3693,-1110,160,-137,-155,25
10,94.22697499394417,9,3703,-1116,174,-160,-182,49
11,104.0978679957334,9,3692,-1133,171,-176,-213,77
12,112.97677100083092,8,3672,-1148,152,-183,-243,89
13,121.75067600037437,8,3622,-1191,130,-209,-276,94
14,130.60557899734704,8,3567,-1241,-418,-253,-254,52
15,139.4614829987404,8,3445,-1224,54,-301,-331,53
16,148.35338600096293,8,3501,-1127,9,-342,-396,45
17,157.1982899986324,8,3452,-1068,-38,-401,-410,59
18,166.09219299425604,8,3435,-952,-142,-435,-448,79
19,174.9850959968171,8,3351,-889,-213,-434,-451,90
20,183.90599899430526,8,3572,-745,-241,-401,-429,108
21,192.76490299671423,8,3423,-480,-224,-355,-393,185
22,201.59380699624307,8,3504,-165,-194,-320,-363,326
23,210.3907109994907,8,3813,120,222,-211,-321,524
24,219.18361599819036,8,4538,580,297,-100,-294,816
25,228.08151899516815,8,5120,1298,522,39,-346,1299
26,236.9794219994219,8,6034,2514,667,278,-441,1796
27,245.85032499453519,8,7464,3266,672,729,-498,2240
28,254.76322900067316,8,9729,4380,506,1472,-430,2261
29,263.5781329954625,8,12436,6302,430,1779,-41,2198
30,272.5560350008891,8,14589,8327,-393,2185,89,2359
31,281.386939001095,8,16465,10165,-558,2593,768,2990
32,290.2418429948739,8,17633,11670,-1039,3277,1543,3749
33,299.15574599726824,8,17892,12749,-2140,3545,2286,4550
34,308.0516490008449,8,18281,12824,-4305,4342,2414,5195
35,316.9795520007028,8,17553,12242,-5951,5721,2698,5679
36,325.8284549956443,8,15270,11652,-6758,7386,3071,6196
37,334.74035799736157,8,11896,10563,-6097,8574,3750,6735
38,343.6662609965424,8,7647,9896,-3791,9707,4095,7383
39,352.554164994217,8,2871,9061,-966,10396,4425,7493
40,361.42306799592916,8,-1459,8408,1711,10615,4656,7897
41,370.2239720005309,8,-5453,7667,3865,10427,4567,7966
42,379.1518750003888,8,-8707,6077,4942,10049,3741,6992
43,387.9857789943344,8,-11995,5510,4504,9484,2550,5392
44,397.24967799702426,9,-18386,6883,2891,10068,1416,4214
45,406.3425799977267,9,-23791,9610,2248,10601,2657,3617
46,415.157483999792,8,-29504,12843,5092,10657,4969,5027
47,424.0603869984625,8,-31753,13864,11483,11524,6256,6598
48,432.9132899947581,8,-31819,11998,22290,12443,6904,7164
49,441.7031949997181,8,-29594,6563,32010,10575,7022,6692
50,450.5410989950178,8,-25954,-3530,32764,5976,5521,4681
51,459.3870019962196,8,-12965,-16043,22344,-2844,980,1590
52,468.28190599626396,8,-7068,-20634,5787,-9313,-5725,-1844
53,477.1768089995021,8,-8500,-10661,-7019,-12820,-8212,-4211
54,486.0647120003705,8,-9559,3369,-9186,-14364,-5252,-3470
55,494.9106159983785,8,-8286,16469,-7699,-11274,-127,-1917
