,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,3550,-1958,1444,-439,67,55
1,10.200923999946099,10,3569,-1870,1387,-415,81,53
2,19.104857000002085,8,3527,-1813,1306,-333,98,58
3,28.393787999902997,9,3435,-1537,1286,-197,112,43
4,37.401721000151156,9,3338,-1811,1322,-64,125,21
5,46.53665300020293,9,3248,-1827,1445,106,120,-6
6,56.03558200027692,9,3120,-1845,1561,208,105,-45
7,65.31351300009192,9,3093,-1795,1729,510,65,-76
8,74.56144400021003,9,3086,-1661,1820,251,3,-59
9,83.74737600024673,9,3026,-1506,1877,231,-55,-26
10,93.01730700008193,9,2959,-1376,1873,196,-113,8
11,102.19223900003271,9,2881,-1299,1544,164,-186,44
12,111.61416799996005,9,2774,-1198,1726,147,-241,120
13,120.41310299991892,8,2659,-1149,1636,161,-298,163
14,129.09903800027678,8,2595,-1133,1559,178,-365,202
15,137.96097200020085,8,2571,-1136,1520,157,-419,499
16,146.67990699990696,8,2555,-1137,1415,117,-469,259
17,155.41384200014363,8,2542,-1155,1344,72,-518,235
18,164.2687759999717,8,2709,-1119,1298,64,-542,232
19,173.02371100004166,8,2883,-1064,1301,105,-551,239
20,181.80564600015714,8,3045,-1057,1375,161,-556,254
21,191.5475730002072,9,3267,-1053,1524,180,-587,284
22,200.1785090001249,8,3430,-1089,1549,157,-632,321
23,208.91344400024536,8,3558,-1205,1285,111,-683,351
24,217.42238000024372,8,3691,-1291,1439,51,-703,375
25,226.2543150000056,8,4061,-1322,1253,-10,-715,379
26,234.935250000035,8,3952,-1392,1056,-54,-722,377
27,243.7521840001864,8,4065,-1555,932,-70,-723,339
28,252.54811900003915,8,4064,-1732,834,-45,-682,247
29,261.45705299995825,8,4170,-1814,514,29,-642,108
30,270.29598700028146,8,4594,-1837,820,102,-612,29
31,279.0689210000892,8,4579,-1539,927,122,-580,6
32,287.9408550002154,8,4717,-1734,989,70,-559,3
33,296.79778900026577,8,4795,-1668,987,-41,-533,-3
34,305.6897229998867,8,4840,-1541,891,-150,-487,-12
35,314.472657999886,8,4939,-1391,884,-262,-440,-34
36,323.27959200029,8,4885,-1323,800,-328,-379,-50
37,332.13552600000185,8,4873,-1249,707,-339,-290,-109
38,341.01546000010785,8,4892,-1178,605,-323,-202,-167
39,349.7633950000818,8,4897,-1093,528,-241,-122,-188
40,358.3393310000247,8,4865,-1064,538,-109,-34,-214
41,367.2572650002621,8,4792,-1060,559,16,42,-239
42,376.05819899999915,8,4711,-1056,627,128,148,-511
43,384.8301339999125,8,4361,-1073,734,183,224,-251
44,393.6880680003014,8,4470,-1076,840,206,287,-249
45,402.44700299990654,8,4281,-1076,899,175,327,-254
46,411.35193600030107,8,4082,-1089,917,143,340,-1
47,420.1408710000578,8,3880,-1099,910,105,343,-261
48,428.8828060002743,8,3375,-1119,796,51,313,-260
49,437.6447399999961,8,3407,-1141,690,3,268,-268
50,446.450675000051,8,3154,-1220,587,-28,227,-263
51,455.22061000019676,8,2957,-1278,530,-93,190,-264
52,463.9545449999787,8,2782,-1293,483,-203,189,-247
53,472.84747799994875,8,2666,-1270,434,-336,188,-221
54,481.5464140001495,8,2305,-1185,392,-743,172,-196
55,490.26634900019417,8,2473,-1022,339,-624,153,-171
56,499.0292830002545,8,2421,-785,244,-664,90,-143
57,507.8522180001528,8,2488,-605,219,-597,43,-101
58,516.5601530002277,8,2504,-528,419,-438,32,-18
59,525.3590870001972,8,2590,-611,837,-247,51,48
60,534.0650220000498,8,2875,-625,1480,-229,82,116
61,542.9319560003023,8,3319,-513,2281,-419,30,193
62,551.6348920000382,8,3930,-365,2465,-739,-152,359
63,560.3908260000026,8,4766,206,2666,-1266,-503,586
64,569.2797599999722,8,5387,1183,2674,-1118,-834,862
65,578.0396949999158,8,6177,1917,2560,-963,-1069,1246
66,586.8396290002238,8,6335,2375,2568,-581,-1160,1608
67,595.7535630000166,8,7043,3183,2733,34,-1033,2065
68,604.5584970001983,8,9215,4205,2882,985,-877,2679
69,613.3914320002987,8,10435,5748,2752,1646,-936,3394
70,622.2683660002986,8,11573,6731,2073,2333,-963,4286
71,631.0542999999598,8,12188,7340,1524,2980,-716,4812
72,639.9422340000456,8,12728,7605,693,3780,-247,5027
73,648.6971690001155,8,13239,7879,323,4151,267,5291
74,657.5271030001204,8,13794,7942,382,4505,663,5485
75,666.4190370001961,8,14592,7963,6,4698,976,6028
76,675.1849719998972,8,14046,8101,-1451,4783,917,6597
77,683.9559059999374,8,12357,8623,-3792,5276,742,6899
78,692.8438400000232,8,9902,8382,-6146,6065,812,7106
79,701.6577740000685,8,6592,8208,-5941,7382,1179,7649
80,710.4577089999111,8,2349,6921,-3743,8395,1898,7191
81,719.3056430000979,8,-2465,5338,-1124,8814,2459,6656
82,728.0875780002134,8,-5644,3461,391,8149,2439,5378
83,736.8835120000767,8,-9839,2199,842,7596,2125,3469
84,745.5424479999238,8,-15044,2959,182,7249,1947,1327
85,754.2683830001806,8,-20465,5047,-752,7538,2249,2022
86,763.229315999979,8,-21160,9117,193,8776,3822,3747
87,772.0892500001355,8,-22770,10684,2013,10549,5251,5353
88,780.8091850001802,8,-24237,10719,8677,12710,5847,5955
89,789.5421200000783,8,-22449,8183,21321,12817,6010,6384
90,798.2570550002492,8,-19092,4199,30022,10063,5335,6050
91,806.9969900002434,8,-13841,-3505,31355,3125,2580,5225
92,816.7119180002373,9,-9799,-9750,17713,-2510,-106,2491
93,825.9738490000927,9,-8552,-7385,5999,-4653,-2607,-374
94,835.199780000039,9,-6478,-87,-3977,-4188,-2506,-1345
95,844.4547110002532,9,-4097,3436,-6290,-1737,-1521,-1085
96,853.7096420000125,9,-1570,5820,-5111,47,224,333
97,862.9025740001453,9,-599,5420,-214,1111,917,925
98,872.2535040001276,9,252,4968,4005,1133,998,1172
99,881.4424360002704,9,55,4057,7375,474,977,1147
100,890.7713660000809,9,-737,3576,7192,-512,642,1004
101,899.988298000153,9,-1776,2493,5726,-554,69,686
102,909.0252300002248,9,-3058,731,4562,-468,-508,192
103,918.707157999961,9,-4095,-976,4014,-259,-742,-207
