,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,1702,-932,-1105,-763,-1861,-4
1,10.266807999869343,10,1695,-1252,-1254,-862,-2035,47
2,19.529633999809448,9,1645,-1259,-1339,-962,-2186,110
3,28.649464000409353,9,1758,-1217,-1434,-1103,-2340,157
4,38.09728699980042,9,1739,-1319,-1648,-1240,-2478,175
5,47.26711599960254,9,1734,-1319,-1864,-1365,-2640,181
6,56.48794300032023,9,1782,-1272,-2139,-1477,-2703,185
7,65.61777299975802,9,1793,-1322,-2472,-1601,-2741,211
8,74.72960199993395,9,1732,-1277,-2867,-1660,-2785,242
9,83.80443199985166,9,1670,-1244,-3502,-1646,-2776,235
10,92.9932609997195,9,1591,-1230,-3966,-1498,-2693,190
11,102.18908899969392,9,1526,-1250,-4570,-1320,-2497,111
12,111.15092099953472,8,1552,-1248,-4463,-1095,-2232,52
13,121.49072800002614,10,1647,-1307,-4389,-995,-2033,28
14,130.12556600006064,8,1757,-1392,-4247,-992,-1868,26
15,138.71940500030178,8,1863,-1408,-4163,-1031,-1764,28
16,147.4102430001949,8,2000,-1359,-4289,-1074,-1725,23
17,155.96808299960685,8,1997,-1043,-4550,-1071,-1701,22
18,164.68092000013712,8,1962,-1249,-4872,-1036,-1638,22
19,173.48975499953667,8,2002,-1223,-5228,-963,-1552,15
20,182.1855919997688,8,2076,-1197,-5430,-874,-1376,33
21,190.98742799997126,8,2286,-1231,-5379,-1012,-783,100
22,199.81526300034602,8,2327,-1297,-5310,-1303,-655,185
23,208.68309700017562,8,2456,-1271,-5273,-1669,-217,259
24,217.40793400022085,8,2691,-1090,-5392,-1997,79,268
25,226.19076899991342,8,2928,-850,-5685,-2203,319,239
26,234.89460699966003,8,3177,-299,-6051,-2192,736,203
27,243.64044300000387,8,3410,-248,-6336,-2012,630,190
28,252.3602800001754,8,3518,39,-6562,-1788,922,205
29,261.19011500031775,8,3552,99,-6603,-1539,1189,279
30,269.96895100000984,8,3517,71,-6515,-1063,1420,338
