,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,4074,-1046,208,146,71,-117
1,10.400828000001638,10,4100,-1036,253,158,98,-128
2,19.531677000031777,9,4010,-1114,267,171,139,-115
3,28.819523000038316,9,4047,-1105,383,164,161,-110
4,37.966371000038635,9,4045,-1068,396,116,186,-132
5,47.492213999930755,9,3999,-1036,432,111,170,-160
6,56.691061000037735,9,3995,-985,436,110,158,-184
7,65.85590999998203,9,3948,-972,452,140,176,-202
8,75.11075699994763,9,3938,-951,439,166,191,-232
9,84.34860400006983,9,3886,-986,462,192,199,-246
10,94.8544299999412,10,3881,-983,518,184,203,-243
11,103.81628100003581,8,3906,-921,501,167,197,-218
12,113.2291260000784,9,3863,-924,548,171,193,-200
13,122.39597400002822,9,3825,-894,613,161,216,-216
14,131.98681499989107,9,3775,-899,654,178,236,-205
15,141.3026610000543,9,3721,-952,681,159,229,-214
16,150.5285079999794,9,3627,-975,716,179,193,-223
17,159.56735800000388,9,3535,-1003,773,177,143,-227
18,169.39119599987862,9,3471,-1037,822,175,109,-217
19,178.3280479999121,8,3428,-989,798,154,69,-206
20,187.23690000001625,8,3358,-981,737,162,15,-197
21,196.12475300004917,8,3230,-983,757,189,-22,-200
22,205.50959799993507,9,3133,-934,769,249,-51,-198
23,214.35845099995277,8,3014,-953,813,294,-73,-210
24,223.12230600005023,8,2936,-848,861,348,-114,-233
25,232.10215799986145,8,2960,-801,903,396,-159,-215
26,240.93101199991906,8,2937,-739,1029,426,-188,-162
27,249.85386399998788,8,2843,-705,1180,393,-218,-108
28,258.67271800007074,8,2754,-626,1281,354,-264,-48
29,267.57756999995763,8,2651,-573,1317,309,-339,3
30,276.42942400007087,8,2591,-548,1393,262,-423,49
31,285.3612760000033,8,2527,-542,1471,213,-549,109
32,294.15413099991383,8,2493,-483,1787,136,-679,225
33,303.0049839999265,8,2475,-414,1519,-233,-803,354
34,311.81983800001944,8,2481,-209,1457,-98,-906,477
35,320.51269399994453,8,2512,-19,1463,-126,-980,576
36,329.3825470000229,8,2565,220,1539,-116,-1064,667
37,338.3463989998745,8,2634,484,1737,-37,-1167,835
38,347.3132510000596,8,2778,832,1959,159,-1336,994
39,356.2341029999061,8,2810,1001,2394,322,-1567,1166
40,365.07295699993847,8,2829,1087,3229,382,-1700,1340
41,373.7268130000757,8,2899,1312,3609,13,-1795,1562
42,382.66966499986665,8,3164,1667,4089,51,-1872,1775
43,391.5475179999248,8,3603,2074,4447,-73,-1751,2222
44,400.49337000004925,8,4107,2603,4458,-182,-1982,2332
45,409.3102239999098,8,4807,2631,4311,-94,-2233,2745
46,418.21707700000843,8,5248,2706,4121,60,-2375,3024
47,427.10093000005145,8,6067,2364,3586,93,-2397,3549
48,435.97778299999845,8,6766,2357,2318,84,-2482,3791
49,444.8766359998899,8,7686,1625,1389,-220,-2413,3885
50,453.6904899998717,8,8426,633,78,-473,-2328,4044
51,462.50734399995963,8,9036,-88,-1756,-785,-1928,4065
52,471.67919299999994,9,9989,-537,-3227,-1888,-1247,4026
53,480.65704400005416,8,11600,-611,-4819,-3141,-408,3987
54,489.5168979999198,8,12757,74,-7078,-4977,687,3854
55,498.48174899989317,8,14001,2277,-12506,-6764,2149,3705
56,507.33560300000136,8,14239,5552,-17953,-6412,3629,3061
57,516.2894549998782,8,14197,7607,-20044,-3254,4998,2340
58,525.0843090000217,8,15500,8937,-17374,670,5446,2141
59,534.0661610000552,8,16818,8841,-12153,2551,5136,3576
60,542.9000149999865,8,15236,7336,-11615,1233,4526,5015
61,551.7158689999633,8,10558,5406,-14666,-1468,4462,5880
