,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,3746,-194,852,41,-51,-62
1,10.161832999983744,10,3728,-200,795,33,-57,-62
2,19.198684000002686,9,3709,-214,790,45,-65,-63
3,28.391531999886865,9,3729,-201,801,51,-74,-66
4,37.459382999941226,9,3773,-176,795,81,-80,-68
5,46.98622599994451,9,3827,-139,773,96,-87,-72
6,56.186074999914126,9,3818,-159,821,71,-97,-57
7,65.39092299999538,9,3875,-118,798,69,-104,-52
8,74.62277099989478,9,3856,-88,756,66,-115,-40
9,83.81961999998566,9,3859,-72,721,59,-100,-36
10,93.10846699986541,9,3865,-89,712,61,-93,-17
11,102.29731499998707,9,4091,-104,702,74,-88,-17
12,111.74515999982759,9,3808,-129,737,80,-81,-25
13,120.79001099982634,9,3792,-154,760,85,-69,-31
14,129.758862999779,8,3786,-149,759,80,-74,-34
15,139.02871099980985,9,3822,-132,727,98,-72,-26
16,147.96156399984284,8,3795,-120,738,112,-66,-18
17,157.14541199986343,9,3763,-81,713,169,-60,-16
18,166.4722589998746,9,3707,-47,733,493,-70,-16
19,175.3381129999525,8,3711,-42,818,313,-68,2
20,184.1839669998535,8,3701,-64,873,337,-83,20
21,193.2938169998124,9,3632,-96,936,315,-103,50
22,202.19067099992571,8,3347,-102,962,1,-116,89
23,211.01152500000353,8,3543,-81,924,203,-139,131
24,219.97037799997088,8,3500,-97,859,208,-180,147
25,228.80423199990219,8,3529,-82,756,218,-216,180
26,237.57008799998403,8,3572,-113,679,236,-225,200
27,246.4679409999917,8,3572,-133,622,223,-237,220
28,255.22079699999267,8,3639,-175,520,205,-251,229
29,263.96665299989763,8,3652,-142,745,191,-240,201
30,272.55351199983124,8,3751,-135,421,183,-212,182
31,281.36036699993383,8,3813,-130,441,207,-168,152
32,290.18222199988486,8,3888,-74,493,216,-120,130
33,298.9990759999728,8,3990,238,725,229,11,70
34,307.9349289998845,8,4070,190,766,237,-19,100
35,316.70578499984003,8,4077,139,803,286,-63,117
36,325.5946379999841,8,4152,220,981,320,-90,129
37,334.391493999874,8,4148,194,1044,313,-123,161
38,343.2413479999923,8,4128,229,1135,298,-160,185
39,352.099201999863,8,4082,161,1220,273,-177,218
40,361.01005599994096,8,3961,190,1367,216,-196,247
41,369.8969089998627,8,3757,257,1438,167,-238,287
42,378.76576299981934,8,3574,321,1504,185,-320,355
43,387.5906179998765,8,3398,425,1604,247,-417,480
44,396.56547099980344,8,3235,522,1738,358,-536,633
45,405.585321999979,9,3014,652,1940,491,-664,796
46,414.35417799993957,8,2821,732,2189,534,-807,1246
47,423.0340350000006,8,2503,610,2431,514,-895,1217
48,432.01188699981685,8,2281,582,2643,439,-973,1378
49,440.84574199996496,8,1984,590,2820,306,-1073,1553
50,449.68059699999685,8,1827,619,2947,193,-1251,2009
51,458.6454489999596,8,1622,708,3084,102,-1445,1990
52,467.48330399987026,8,1431,816,2962,70,-1653,2127
53,476.51115499979824,9,1447,945,2923,194,-1821,2259
54,485.3220099998907,8,1539,1106,2904,413,-1957,2422
55,494.36386099978336,9,1642,1122,3097,640,-2059,2654
