,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,3377,-267,399,139,-397,298
1,10.265181000249868,10,3435,-333,281,203,-313,313
2,19.511345000410074,9,3551,-448,266,274,-224,330
3,28.634507000333542,9,3665,-549,319,332,-144,330
4,38.18667600035042,9,3743,-687,414,360,-103,314
5,47.33983799997077,9,3839,-818,510,314,-74,305
6,56.52600000030361,9,3879,-935,534,262,-61,275
7,65.75816400027179,9,3851,-994,469,214,-61,228
8,74.88732500041806,9,3856,-1073,419,204,-42,182
9,84.11548900039634,9,3889,-1050,419,197,-19,173
10,93.31065200012745,9,3926,-1090,428,208,3,143
11,102.42281299997558,9,3945,-1025,508,200,19,106
12,112.09998399999677,9,3980,-978,556,159,30,99
13,120.89114000036716,8,4062,-915,573,112,30,86
14,129.74229700012074,8,4106,-786,583,93,24,43
15,139.06646200030082,9,4106,-727,627,71,20,38
16,147.88061800027208,8,4072,-618,652,80,13,55
17,156.88477700041403,9,3959,-517,705,112,3,60
18,166.88395400024092,9,3756,-453,783,177,-2,93
19,175.76411100026235,8,3598,-467,891,202,-11,97
20,184.37426400032564,8,3458,-378,969,196,-19,103
21,193.39742400006799,9,3369,-305,1046,180,-46,121
22,202.10857800020676,8,3318,-176,1083,142,-79,166
23,210.89673300002687,8,3291,-92,1050,99,-116,222
24,219.92089300010775,9,3257,-47,988,47,-146,337
25,228.74204900017503,8,3164,-77,871,20,-180,457
26,237.68320800036236,8,2909,-180,782,-11,-209,568
27,246.53736400023263,8,2688,-270,738,1,-230,645
28,255.45052200004648,8,2516,-324,699,14,-258,702
29,264.25267800004804,8,2409,-334,730,49,-275,740
30,273.18283600016,8,2347,-315,779,90,-305,767
31,282.07499300015115,8,2357,-228,885,97,-356,824
32,290.9631510001418,8,2375,-167,984,81,-418,957
33,299.86930800032496,8,2428,-41,1010,-244,-503,1082
34,308.6714640003265,8,2487,57,932,-81,-585,1247
35,317.6116230001753,8,2460,119,897,-153,-682,1432
36,326.3157770002181,8,2334,126,854,-218,-752,1625
37,335.1989340003456,8,2164,125,889,-501,-823,1844
38,343.98709000015515,8,1976,141,980,-347,-888,2036
39,352.7922450002734,8,1800,156,1095,-457,-951,2228
40,361.59040100028506,8,1567,131,1500,-576,-1027,2397
41,370.4735580004126,8,1408,94,1540,-649,-1079,2603
42,379.2637139999897,8,1350,93,1786,-711,-1177,2823
43,388.24387300019225,8,1264,56,2069,-760,-1319,3063
44,397.0210280003812,8,1244,-47,2414,-801,-1535,3547
45,405.83818499999325,8,1281,-201,3029,-921,-1694,3550
46,414.59234000012657,8,1215,-427,2999,-1060,-1882,3754
47,423.4814970000116,8,1153,-654,3115,-1203,-2083,3886
48,432.3446540001896,8,1094,-1232,3115,-1284,-2334,3965
49,441.0538080001061,8,1083,-1361,3012,-1304,-2529,4037
50,450.15096900033313,9,1149,-1682,2836,-1285,-2711,4106
51,459.030126000016,8,1278,-2271,2669,-1315,-2875,4193
52,467.87128300002223,8,1753,-2337,2557,-1405,-3090,4281
53,476.75944000002346,8,2199,-2647,2474,-1650,-3309,4427
54,485.59159600017665,8,2639,-2762,1929,-2251,-3557,4544
55,494.44875300014246,8,2911,-2975,1253,-2507,-4053,4662
56,503.4179120002591,8,2727,-3269,149,-2874,-4020,4737
57,512.2420679999777,8,2263,-3783,-530,-3111,-4070,4594
58,521.2772280001445,9,1971,-4305,-1682,-3199,-4017,4277
59,530.1213850002569,8,2059,-4751,-2545,-3184,-3896,3878
60,538.9595410001675,8,2736,-5096,-3253,-3103,-3587,3189
61,547.7706970000327,8,3631,-4808,-4271,-3156,-3307,2807
62,556.6408540003067,8,4759,-4683,-5521,-3047,-3134,2269
63,567.2260420001294,10,5442,-5105,-6772,-2243,-2943,2051
64,576.1412000001656,8,6202,-5630,-7736,-1157,-2359,1944
65,585.0253570001769,8,5922,-6634,-8252,-193,-1871,1853
66,593.9065140000821,8,4738,-8205,-9248,144,-1353,1773
67,602.6556690003417,8,3708,-9154,-10620,-220,-857,1573
68,611.6418280003018,8,3769,-9609,-11936,-572,200,1200
69,620.6039870003224,8,3649,-9410,-13640,-1431,961,964
70,629.4041420001122,8,4531,-7869,-15346,-2225,1757,774
71,638.3793009999863,8,5831,-5924,-16402,-2350,2870,880
72,647.2104580002451,8,6769,-3432,-17157,-2347,3765,1104
73,656.1436160000085,8,6817,-1530,-18080,-1667,4365,1152
74,665.0307730001259,8,7986,1009,-17651,-122,4729,1167
75,673.8179290000517,8,9579,3722,-16584,1137,4918,1855
76,682.6570850003009,8,9686,5939,-17343,1787,4756,2298
77,691.4562410001963,8,9137,7645,-19525,2220,4482,1822
78,700.2453970003444,8,8838,8821,-20963,2365,4814,1718
79,709.0615530000832,8,8716,10173,-21859,1744,5505,1507
80,717.8307080002924,8,8500,12883,-23479,1018,6439,1753
81,726.5538620004008,8,7514,16939,-24214,225,7749,2461
82,735.4200190002302,8,5893,19233,-23192,228,8468,3998
83,744.124173000273,8,3795,20688,-22495,669,8892,5204
84,752.9483299999811,8,104,21075,-21182,1633,9193,6073
85,761.7564860001949,8,-2813,20341,-20111,2010,9694,6750
86,770.6156420003936,8,-5647,19339,-19586,2275,9494,7277
87,779.4627990001572,8,-8197,17799,-19136,2582,9287,7907
88,788.3499560002747,8,-11400,16269,-19421,3302,8723,7967
89,797.1911130002809,8,-14692,14559,-20411,3937,7798,8191
90,806.0892700000295,8,-20563,12224,-21498,4681,7114,8084
91,814.8304250003093,8,-25975,8473,-19104,5634,7295,7886
