,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,1336,-4377,-1123,-433,994,-290
1,10.302908000085154,10,1374,-4225,-1110,-448,862,-408
2,19.332826999743702,9,1406,-3851,-1132,-490,759,-504
3,28.770742999768117,9,1447,-3932,-1236,-510,628,-585
4,37.87666199968953,9,1476,-3835,-1364,-539,530,-614
5,47.43257700010872,9,1450,-3800,-1490,-587,474,-630
6,57.24248899969098,9,1407,-3752,-1662,-649,472,-666
7,67.90039399993475,10,1393,-3617,-1713,-685,497,-676
8,76.96831299972473,9,1447,-3543,-1744,-699,544,-633
9,86.33522899981472,9,1487,-3632,-1787,-666,596,-622
10,95.47314800011009,9,1482,-3811,-1941,-612,645,-699
11,105.56905800012828,10,1477,-3927,-2046,-597,623,-697
12,114.46297900010904,8,1502,-3914,-2159,-614,620,-720
13,126.24987299977874,11,1581,-3965,-2238,-726,621,-725
14,136.03878599997188,9,1636,-3907,-2285,-854,595,-697
15,144.94170699981623,8,1646,-3879,-2271,-1068,570,-644
16,153.90762700008054,8,1546,-3721,-2257,-1269,536,-621
17,162.9455459997189,9,1286,-3573,-2240,-1436,542,-613
18,171.86446599998817,8,1318,-3337,-2390,-1537,552,-617
19,180.9103860000505,9,1222,-3372,-2493,-1585,529,-276
20,189.79730599994582,8,1171,-3256,-2651,-1589,592,-445
21,198.66422699988107,8,1146,-3167,-2825,-1566,732,-349
22,207.53014799993252,8,1025,-3110,-2880,-1530,925,-249
23,216.436068999883,8,983,-3118,-2918,-1464,1291,-120
24,225.2989889998389,8,920,-3239,-2583,-1345,1640,6
25,234.234909999941,8,973,-3318,-2647,-1191,1972,68
26,243.08983099990655,8,1080,-3418,-2447,-945,2197,135
27,251.82975300003818,8,1096,-3838,-2216,-776,2323,179
28,260.7376729997668,8,1151,-3700,-2045,-655,2386,192
29,269.58759399985865,8,1223,-3854,-1895,-525,2371,171
30,278.4095160000106,8,1259,-4099,-1808,-511,2239,209
31,287.3274359999414,8,1077,-3996,-1707,-525,2104,174
32,296.1773570000332,8,1123,-3859,-1645,-599,1945,134
33,305.0882779998574,8,1125,-3681,-1576,-667,1786,110
34,313.8751989999946,8,1097,-3487,-1518,-709,1657,113
35,322.67512099997475,8,1108,-3340,-1533,-707,1296,134
36,331.3150429999041,8,966,-3258,-1566,-653,1355,160
37,340.19396399980906,8,977,-3168,-1575,-605,1192,142
38,349.0128859998549,8,835,-3085,-1607,-555,1007,50
39,357.8258069996991,8,512,-2970,-1608,-491,833,-16
40,366.82572700010496,8,696,-2850,-1563,-486,674,-89
41,375.64864799969655,8,661,-2705,-1454,-497,592,-150
42,384.59856800000125,8,592,-2645,-1275,-513,510,-238
43,393.5204879999219,8,612,-2512,-1089,-565,434,-330
44,402.409409000029,8,647,-2362,-888,-612,287,-411
45,411.2563300000147,8,716,-2178,-695,-629,99,-503
46,420.2402500000062,8,772,-2052,-559,-618,-125,-575
47,429.0651709998201,8,860,-1952,-563,-570,-369,-656
48,438.1160899997667,9,1030,-1789,-625,-535,-667,-692
49,447.0080109999799,8,1136,-1763,-759,-529,-879,-637
50,455.9959309999613,8,1514,-1773,-869,-567,-1280,-598
51,464.9388509997152,8,1415,-1772,-1016,-556,-1139,-545
52,473.86077200008003,8,1558,-1782,-1133,-545,-1183,-493
53,482.77169199991476,8,1738,-1893,-1387,-478,-1191,-396
54,491.7016119998152,8,1893,-2510,-1645,-340,-1219,-336
55,500.5855330000486,8,2034,-3049,-1856,-224,-1236,-369
56,509.50245300009556,8,2198,-3268,-2108,-139,-1254,-529
57,518.4043740000561,8,2354,-3418,-2386,-110,-1277,-648
58,527.3602940001183,8,2576,-3418,-2623,-115,-1294,-702
59,536.3372140000138,8,2713,-3355,-2831,-152,-1303,-678
60,545.2721339997879,8,2720,-3311,-3057,-176,-1305,-595
61,554.2450539996935,8,2639,-3215,-3288,-181,-1303,-516
62,563.1509750000987,8,2598,-3193,-3470,-176,-1241,-449
63,572.0268959998975,8,2530,-3175,-3659,-194,-1052,-416
64,580.9578159996818,8,2485,-3131,-3747,-212,-849,-441
65,589.8007369996776,8,2442,-3003,-3760,-187,-595,-485
66,598.619657999734,8,2442,-2791,-3751,-135,-282,-467
67,607.5135789997148,8,2478,-2372,-3634,-52,-20,-416
68,616.3714999997865,8,2510,-2168,-3431,70,213,-322
69,625.2684199998839,8,2485,-2007,-3241,194,410,-249
70,634.1113419998692,8,2439,-1863,-3002,280,574,-160
71,642.9572629999711,8,2379,-1712,-2569,295,695,-40
72,651.8681829998059,8,2336,-1746,-2509,244,730,96
73,660.642105000079,8,2268,-1865,-2390,170,729,175
74,669.4440259998373,8,2243,-1997,-2336,92,713,229
75,678.2429479999337,8,2189,-2124,-2357,20,681,291
76,687.0778689999497,8,2141,-2252,-2484,-49,670,364
77,696.0357889997795,8,2136,-2433,-2605,-97,704,397
78,704.875710000124,8,2168,-2512,-2627,-154,786,383
79,713.7886309997157,8,2142,-2567,-2359,-218,903,374
80,722.696550999899,8,2304,-2402,-2582,-261,981,344
81,731.6074719997232,8,2364,-2329,-2518,-274,1274,341
82,740.5673919997753,8,2488,-2331,-2470,-262,1045,348
83,749.4243129999631,8,2524,-2309,-2483,-251,1083,333
