,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,-1967,-3343,-522,105,559,-186
1,10.417903999950795,10,-2011,-3347,-627,96,668,12
2,19.63182000008601,9,-2078,-3306,-688,61,870,160
3,28.835735000029672,9,-2121,-3286,-743,43,1045,345
4,38.316648000090936,9,-2146,-3248,-765,62,1487,747
5,47.46756400027152,9,-2253,-3287,-669,103,1476,591
6,56.72847899995759,9,-2298,-3281,-359,105,1668,607
7,65.92339500002709,9,-2239,-3325,203,81,1816,622
8,75.12631000008696,9,-2234,-3407,304,46,1819,626
9,84.37422499991953,9,-2146,-3936,580,55,1710,622
10,93.56914099998903,9,-2144,-4081,1274,135,1615,431
11,102.62005799995677,9,-1793,-4406,1800,247,1571,158
12,112.47896700024285,9,-2104,-4939,2682,302,1492,-168
13,121.30988600029013,8,-2040,-5201,3211,255,1300,-430
14,130.2108039999439,8,-1942,-5410,3601,49,939,-670
15,139.00672299996586,8,-1872,-5509,3700,-216,235,-914
16,148.3066380001219,9,-1841,-5356,3165,-593,-608,-1287
17,158.4155450000253,10,-1906,-5020,2690,-909,-1257,-1608
18,167.05346600019766,8,-1922,-4720,2268,-1204,-1764,-1936
19,176.04338299997835,8,-2002,-4351,1719,-1435,-2125,-2086
20,184.6493040002315,8,-2043,-3962,1258,-1512,-2358,-2166
21,193.50222299999587,8,-2075,-3535,757,-1504,-2495,-2184
22,202.36014100009925,8,-2073,-3246,179,-1446,-2519,-2094
23,211.27006000006077,8,-2044,-2981,-162,-1366,-2474,-1965
24,220.20697700008895,8,-1974,-2770,-469,-1249,-2364,-1809
25,229.01889700005995,8,-1910,-2610,-1004,-1137,-2170,-1635
26,238.0128140002853,8,-1847,-2476,-1046,-770,-2025,-1399
27,246.84473300021637,8,-1768,-2408,-1234,-919,-1883,-1188
28,255.74465099998633,8,-1640,-2447,-1383,-719,-1692,-960
29,264.6825690003425,8,-1523,-2399,-1538,-568,-1417,-765
30,273.55448700018314,8,-1433,-2359,-1653,-428,-1207,-549
31,282.5384050001958,8,-1372,-2371,-1768,-249,-1011,-386
32,291.4403230001881,8,-1344,-2409,-1859,-104,-763,-218
33,300.3532410002663,8,-1366,-2477,-1929,53,-539,-6
34,309.3631589999859,9,-1432,-2553,-2014,477,-291,169
35,318.10307800014925,8,-1514,-2633,-2060,427,246,369
36,327.00599700001476,8,-1576,-2678,-2007,585,404,575
37,335.9249150003052,8,-1653,-2798,-1917,724,785,875
38,344.7598329998982,8,-1714,-2989,-1717,856,1167,1077
39,353.68275200016797,8,-1757,-3224,-1485,1035,1760,1231
40,362.4966709999171,8,-1807,-3461,-1050,1147,1855,1352
41,371.3245890003236,8,-1872,-3553,-1225,1182,2068,1481
42,380.22650800030533,8,-1972,-3704,-1147,1186,2252,1549
43,389.0754260000904,8,-2108,-4068,-989,1175,2413,1620
44,398.0093440000019,8,-2272,-3977,-538,1173,2588,1697
45,406.82726300019567,8,-2300,-4065,-301,1213,2731,1754
46,415.68418199994994,8,-2381,-4121,-288,1280,2868,1772
47,424.6621000002051,8,-2347,-4242,-103,1361,2937,1736
48,433.43501900017145,8,-2334,-4329,159,1418,2956,1696
49,442.3079380003401,8,-2354,-4403,365,1447,2905,1648
50,451.0838569999578,8,-2360,-4487,606,1437,2820,1580
51,459.85677599992414,8,-2432,-4661,695,1389,2725,1509
