,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,-2341,-5739,952,-94,-1019,-1822
1,10.434901999815338,10,-2371,-5407,680,-301,-1185,-2032
2,19.6328160000121,9,-2349,-4872,376,-472,-1378,-2230
3,28.881728999749612,9,-2335,-4742,185,-608,-1428,-2433
4,37.992644000041764,9,-2354,-4398,3,-732,-1427,-2556
5,47.53255499963416,9,-2497,-3881,-188,-810,-1455,-2514
6,56.800467999892135,9,-2400,-3513,-356,-905,-1470,-2311
7,66.05138099985197,9,-2286,-3241,-473,-967,-1386,-2104
8,75.23829499996282,9,-2201,-2949,-612,-995,-1273,-1862
9,84.84220499985895,9,-2197,-2779,-721,-943,-1143,-1652
10,94.1331179997178,9,-2175,-2621,-840,-880,-779,-1382
11,104.05502599996908,9,-2119,-2470,-893,-797,-848,-1170
12,112.92494300005274,8,-2051,-2356,-948,-701,-686,-882
13,121.84085899980346,8,-2000,-2195,-918,-615,-531,-618
14,130.70277599990732,8,-1915,-2016,-874,-520,-400,-319
15,139.55169299970294,8,-1891,-1874,-848,-456,-273,253
16,148.11061299997164,8,-1906,-1832,-829,-379,-186,359
17,157.25052799962214,9,-1924,-1797,-811,-23,-91,613
18,166.1634439997215,8,-2018,-1830,-819,-141,-4,839
19,176.53734699979395,10,-2062,-1846,-690,2,64,1107
20,185.3012649999073,8,-2165,-1900,-808,89,187,1502
21,194.10118299992973,8,-2269,-2130,-767,179,301,1393
22,202.84810099974493,8,-2558,-2241,-731,281,474,1487
23,211.58701900003507,8,-2511,-2355,-673,367,606,1557
24,220.46393599976,8,-2426,-2197,-403,513,696,1543
25,229.2768529996465,8,-2560,-2600,-351,637,851,1585
26,238.1167710000227,8,-2553,-2871,-298,750,973,1728
27,246.9316879996768,8,-2829,-3379,-264,879,1102,1975
28,255.78760500002318,8,-2653,-3548,-150,1025,1289,2073
29,264.82052099981956,9,-2578,-3706,31,1078,1491,1795
30,273.6564379997617,8,-2602,-3957,248,1133,1532,1936
31,282.59035399969434,8,-2505,-4301,382,1120,1446,1782
32,291.4182719996461,8,-2351,-4566,774,1142,1370,1522
33,300.3531879999173,8,-2356,-4817,992,1036,1172,1255
34,309.2301049996422,8,-2337,-5016,1115,981,954,974
35,318.1070219998219,8,-2357,-5173,1225,877,751,749
36,326.9439389996478,8,-2440,-5290,1392,697,589,512
37,335.8628559999488,8,-2465,-5559,1512,544,418,29
38,344.7477719996641,8,-2426,-5700,1621,407,232,11
39,353.6326889998236,8,-2298,-5758,1702,0,29,-231
40,362.55960599964965,8,-2148,-5779,1715,100,-495,-476
41,371.4485219998096,8,-2058,-5650,1593,-10,-694,-994
42,380.3984389996913,8,-2156,-5580,1417,-108,-1085,-1086
43,389.2163559999062,8,-2225,-5403,1017,-178,-1422,-1413
44,398.122272999899,8,-2272,-4907,693,-222,-1636,-1733
45,406.96419000005335,8,-2377,-4812,458,-277,-1728,-1968
46,415.8521069998642,8,-2537,-4535,176,-340,-1759,-2124
47,424.78802300001917,8,-2524,-4265,-9,-398,-1744,-2156
48,433.6419399996885,8,-2506,-4081,-94,-495,-1706,-2158
49,442.50685699989845,8,-2435,-3770,-176,-550,-1653,-2164
50,451.4027739996891,8,-2384,-3473,-300,-612,-1616,-2118
51,460.26969099966664,8,-2350,-3201,-412,-696,-1589,-1987
52,469.0946079999776,8,-2434,-3011,-529,-793,-1571,-1748
53,477.8595259999747,8,-2361,-2739,-957,-845,-1505,-1468
54,486.7544429998816,8,-2251,-2579,-841,-877,-1353,-1162
55,495.60436000001573,8,-2214,-2466,-961,-869,-1149,-948
56,504.42827699998816,8,-2152,-2383,-1050,-814,-961,-732
57,513.356193999698,8,-2110,-2236,-1100,-752,-718,-277
58,522.2751100000096,8,-2068,-2130,-1104,-665,-510,-278
59,531.1520269997345,8,-2030,-2024,-1054,-569,-324,-31
60,540.0309439996818,8,-2029,-1932,-1056,-409,-169,227
61,548.934860999907,8,-2079,-1966,-1079,-291,3,747
62,557.741778000036,8,-2137,-2065,-1074,-172,161,757
63,566.6926949998015,8,-2145,-2157,-1087,-77,333,912
64,575.3726129996721,8,-2322,-2336,-1105,33,517,1085
65,584.1735310000331,8,-2353,-2435,-1060,135,780,1338
66,593.0934469997737,8,-2295,-2436,-1004,219,985,1602
67,601.9343650000337,8,-2175,-2590,-735,312,1170,1800
68,610.8092819999911,8,-2628,-2415,-994,406,1328,1955
69,619.7021979996862,8,-2542,-2662,-702,424,1379,2124
70,628.3151180000459,8,-2622,-2650,-374,466,1453,2542
71,637.2690339999281,8,-2605,-2801,-159,571,1505,2446
