,time_ms,delta_ms,aX,aY,aZ,gX,gY,gZ
0,0.0,0,3360,-2436,2156,-228,712,398
1,10.84790000004432,10,3493,-2581,2143,-259,388,210
2,21.252804000141623,10,3722,-2567,2365,-154,250,18
3,30.81571599977906,9,3781,-2798,2556,-53,30,-86
4,40.02463100005116,9,3930,-2445,2704,20,-165,-206
5,49.5095430001129,9,4076,-2337,2804,26,-424,-248
6,58.734457999889855,9,4142,-2475,2917,-253,-635,-264
7,67.98537199983912,9,4157,-2322,2871,-35,-872,-331
8,77.195286999995,9,4327,-2259,2611,-96,-1089,-429
9,86.38120200021149,9,4343,-2202,2621,-108,-1536,-525
10,95.75511599996389,9,4338,-2176,2398,-107,-1491,-583
11,104.95403100003386,9,4525,-2178,2176,-59,-1634,-639
12,114.1829449998113,9,4302,-2271,2016,101,-1751,-674
13,123.36586099991109,9,4170,-2015,1596,112,-1922,-765
14,132.86877300015476,9,4169,-1944,1521,73,-2292,-887
15,141.77369099979842,8,4041,-1809,1198,-6,-2078,-967
16,150.62560900014432,8,4033,-1744,952,-145,-2074,-1014
17,159.5205270000406,8,3746,-1871,639,-162,-2124,-988
18,168.37544500003787,8,3614,-1636,396,-196,-2197,-1033
19,177.17436300017653,8,3733,-1660,107,-172,-2184,-1094
20,185.9312830001727,8,3612,-1672,-391,-113,-2070,-1185
21,194.88219999993817,8,3515,-1545,-242,-78,-1960,-1298
22,203.53411999985838,8,3255,-1650,-361,-73,-1888,-1424
23,212.23203999988982,8,3315,-1307,-305,-61,-1835,-1527
24,220.9979590002149,8,3165,-1064,-192,-123,-1843,-1582
25,229.96587599982377,8,3131,-911,-412,-310,-1858,-1649
26,238.79679399988163,8,3059,-770,-156,-611,-1919,-1719
27,247.687711999788,8,2956,-636,-551,-586,-2078,-1695
28,256.6146290000688,8,2805,-533,-956,-654,-2160,-1612
29,265.5245470000409,8,2718,-375,-1180,-535,-2136,-1496
30,274.45246500019493,8,2979,48,-1284,-1016,-1967,-1520
31,283.3853819997785,8,2801,-84,-1208,-149,-1908,-1474
32,292.2803000001295,8,2944,-401,-1139,-215,-1966,-1455
33,301.3372159998653,9,2571,306,-1381,-85,-1916,-1338
34,310.2401340001961,8,2654,230,-1571,-178,-1940,-1300
35,319.1590520000318,8,2779,1296,-2211,-841,-1910,-1361
36,328.1019689998175,8,2625,88,-1380,-425,-1690,-1198
